app,machine,scene,layout,query-count,cpq-time-ms,fcpw-cpq-time-ms,build-time-ms,fcpw-build-time-ms,group,total-memory-b,bvh-memory-b
cpq,arm,lucy,pbrt,100000,4621,5321,18261,14988,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,5264,6422,18126,14413,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,4646,5257,18105,14741,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,5287,4766,16762,14323,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,4562,4920,17366,14014,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,4575,5019,16922,14123,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,4686,4974,17067,14395,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,4708,5273,17355,14501,bvh2,1180918688,170912480
cpq,arm,lucy,pbrt,100000,4750,5322,17192,14353,bvh2,1180918688,170912480
cpq,arm,hairball,pbrt,100000,306,279,1618,1266,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,327,300,1668,1358,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,290,271,1611,1314,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,281,270,1603,1278,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,279,271,1594,1271,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,284,268,1596,1272,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,278,269,1602,1269,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,283,269,1592,1274,bvh2,122237920,18557920
cpq,arm,hairball,pbrt,100000,289,271,1602,1271,bvh2,122237920,18557920
cpq,arm,white-oak,pbrt,100000,193,171,16,11,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,193,170,16,11,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,193,170,15,12,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,190,170,15,11,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,193,169,15,11,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,189,170,15,11,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,191,171,16,11,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,190,171,16,11,bvh2,1557248,233888
cpq,arm,white-oak,pbrt,100000,194,171,16,11,bvh2,1557248,233888
cpq,arm,sheep,pbrt,100000,2436,2501,1665,1336,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2438,2395,1690,1331,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2435,2506,1677,1341,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2437,2400,1687,1329,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2433,2402,1678,1328,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2436,2401,1674,1330,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2436,2404,1681,1331,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2441,2410,1682,1329,bvh2,126387552,19551648
cpq,arm,sheep,pbrt,100000,2590,2397,1681,1333,bvh2,126387552,19551648
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,825,801,6226,5031,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,826,768,6162,4961,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,822,769,6140,4968,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,823,770,6094,4974,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,826,770,6120,4974,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,822,767,6142,4982,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,822,765,6150,4962,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,925,769,6132,4945,bvh2,418586432,64615136
cpq,arm,san-miguel-x35-y22-z47,pbrt,100000,803,782,6204,4986,bvh2,418586432,64615136
cpq,arm,sponza,pbrt,100000,111,104,133,107,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,110,104,132,106,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,112,105,133,105,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,110,103,132,105,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,111,103,131,107,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,112,106,132,107,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,111,105,132,106,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,112,103,134,108,bvh2,11119148,1677536
cpq,arm,sponza,pbrt,100000,112,105,132,106,bvh2,11119148,1677536
cpq,arm,power-plant,pbrt,100000,262,264,8177,6718,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,272,271,8191,6849,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,265,256,8037,6620,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,264,256,8127,6639,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,268,257,7977,6635,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,273,271,8077,6775,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,266,263,8119,6772,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,263,263,8116,6637,bvh2,543553304,84220448
cpq,arm,power-plant,pbrt,100000,264,258,8070,6640,bvh2,543553304,84220448
cpq,x86,lucy,pbrt,100000,4971,5284,10624,11096,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4964,5277,10622,11088,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4979,5284,10650,11160,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4990,5286,10618,11084,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4987,5287,11536,11090,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4978,5297,10668,11095,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4985,5306,10591,11108,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4972,5291,10618,11103,bvh2,1180918688,170912480
cpq,x86,lucy,pbrt,100000,4973,5299,10618,11204,bvh2,1180918688,170912480
cpq,x86,hairball,pbrt,100000,253,270,1085,1093,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,253,273,1087,1097,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,252,262,1026,1033,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,270,273,1090,1098,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,251,262,1024,1031,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,252,262,1024,1030,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,253,263,1028,1033,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,253,263,1029,1037,bvh2,122237920,18557920
cpq,x86,hairball,pbrt,100000,252,262,1024,1077,bvh2,122237920,18557920
cpq,x86,white-oak,pbrt,100000,134,124,10,10,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,134,124,9,9,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,133,122,9,9,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,134,124,9,9,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,134,124,9,9,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,133,127,9,9,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,134,126,9,9,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,134,124,9,9,bvh2,1557248,233888
cpq,x86,white-oak,pbrt,100000,133,123,9,9,bvh2,1557248,233888
cpq,x86,sheep,pbrt,100000,2280,2695,1066,1050,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2265,2693,1071,1041,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2265,2686,1066,1055,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2284,2696,1132,1111,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2258,2687,1121,1110,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2287,2692,1066,1035,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2265,2694,1069,1060,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2258,2685,1088,1108,bvh2,126387552,19551648
cpq,x86,sheep,pbrt,100000,2283,2697,1071,1109,bvh2,126387552,19551648
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,616,695,3795,3981,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,612,682,3801,3954,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,616,696,3813,3965,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,617,698,3802,3942,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,614,689,3800,3984,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,618,697,3814,3954,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,613,690,3793,3948,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,613,687,3805,3950,bvh2,418586432,64615136
cpq,x86,san-miguel-x35-y22-z47,pbrt,100000,618,695,3813,3954,bvh2,418586432,64615136
cpq,x86,sponza,pbrt,100000,81,77,78,88,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,82,81,82,88,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,82,82,81,88,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,82,80,81,88,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,82,81,81,88,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,82,81,82,88,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,82,80,81,87,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,81,81,81,88,bvh2,11119148,1677536
cpq,x86,sponza,pbrt,100000,82,81,82,88,bvh2,11119148,1677536
cpq,x86,power-plant,pbrt,100000,193,200,5061,5387,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,193,200,5027,5344,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,193,200,5023,5352,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,192,200,5467,5359,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,193,200,5050,5350,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,193,200,5030,5353,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,193,200,5064,5362,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,193,200,5468,5348,bvh2,543553304,84220448
cpq,x86,power-plant,pbrt,100000,193,200,5087,5332,bvh2,543553304,84220448
cpq,cuda,white-oak,bvh8-align16,1048576,36,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,35,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,34,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,34,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,34,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,34,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,33,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,32,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-align16,1048576,32,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,59,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,58,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,58,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,56,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,53,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,53,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,53,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,53,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8,1048576,53,NA,NA,NA,bvh8,1456224,132864
cpq,cuda,white-oak,bvh8-q16-align16,1048576,36,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,35,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,34,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,34,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,32,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,32,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,32,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,32,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-align16,1048576,32,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16,1048576,41,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,39,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,39,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,39,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,39,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,39,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,36,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,36,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16,1048576,36,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,30,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,29,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,29,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,29,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,29,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,28,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,27,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,27,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci-align16,1048576,27,NA,NA,NA,bvh8,1423008,99648
cpq,cuda,white-oak,bvh8-q16-ci,1048576,39,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,38,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,37,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,35,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,35,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,35,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,35,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,35,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q16-ci,1048576,35,NA,NA,NA,bvh8,1418856,95496
cpq,cuda,white-oak,bvh8-q8-align16,1048576,36,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,35,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,34,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,34,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,34,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,33,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,32,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,32,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8-align16,1048576,32,NA,NA,NA,bvh8,1398096,74736
cpq,cuda,white-oak,bvh8-q8,1048576,39,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,38,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,38,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,37,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,35,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,35,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,35,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,35,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8,1048576,35,NA,NA,NA,bvh8,1393944,70584
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,31,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,29,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,29,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,29,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,29,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,29,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,29,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,29,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci-align16,1048576,27,NA,NA,NA,bvh8,1381488,58128
cpq,cuda,white-oak,bvh8-q8-ci,1048576,38,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,36,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,36,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,36,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,35,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,34,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,34,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,34,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,white-oak,bvh8-q8-ci,1048576,34,NA,NA,NA,bvh8,1377336,53976
cpq,cuda,lucy,bvh8-align16,1048576,671,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,665,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,666,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,668,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,666,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,667,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,667,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,665,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-align16,1048576,667,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,789,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,786,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,787,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,788,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,788,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,786,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,784,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,786,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8,1048576,790,NA,NA,NA,bvh8,1102462656,92456448
cpq,cuda,lucy,bvh8-q16-align16,1048576,662,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,665,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,659,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,664,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,665,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,662,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,662,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,662,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-align16,1048576,658,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16,1048576,701,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,698,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,696,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,701,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,699,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,700,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,696,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,701,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16,1048576,699,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,630,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,627,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,629,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,627,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,628,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,627,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,627,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,626,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci-align16,1048576,627,NA,NA,NA,bvh8,1079348544,69342336
cpq,cuda,lucy,bvh8-q16-ci,1048576,638,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,635,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,637,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,635,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,637,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,636,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,636,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,638,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q16-ci,1048576,635,NA,NA,NA,bvh8,1076459280,66453072
cpq,cuda,lucy,bvh8-q8-align16,1048576,658,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,658,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,659,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,659,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,657,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,658,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,658,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,659,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8-align16,1048576,659,NA,NA,NA,bvh8,1062012960,52006752
cpq,cuda,lucy,bvh8-q8,1048576,693,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,689,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,690,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,689,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,689,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,691,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,690,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,689,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8,1048576,689,NA,NA,NA,bvh8,1059123696,49117488
cpq,cuda,lucy,bvh8-q8-ci-align16,1048576,620,NA,NA,NA,bvh8,1050455904,40449696
cpq,cuda,lucy,bvh8-q8-ci-align16,1048576,619,NA,NA,NA,bvh8,1050455904,40449696
cpq,cuda,lucy,bvh8-q8-ci-align16,1048576,619,NA,NA,NA,bvh8,1050455904,40449696
cpq,cuda,lucy,bvh8-q8-ci-align16,1048576,618,NA,NA,NA,bvh8,1050455904,40449696
